seed,task_idx,early_similarity,similarity_event_count,first_event_number,last_event_number,task_name,family,depth,curriculum_task_id,task_name_config,continual_auc,expert_auc,fwt,method_run_dir
89,15,0.8235588333333332,10,1,10,F4-D5,F4,5,12323,task15,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,16,0.7939646,10,1,10,F1-D6,F1,6,82,task16,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,17,0.8222543666666666,10,1,10,F2-D6,F2,6,4205,task17,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,18,0.813597,10,1,10,F3-D6,F3,6,8253,task18,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,19,0.8462629666666668,10,1,10,F4-D6,F4,6,12375,task19,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,20,0.7920410999999999,10,1,10,F1-D7,F1,7,169,task20,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,21,0.8325168000000002,10,1,10,F2-D7,F2,7,4322,task21,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,22,0.8492737666666667,10,1,10,F3-D7,F3,7,8327,task22,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,23,0.8667914,10,1,10,F4-D7,F4,7,12478,task23,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,24,0.802496,10,1,10,F1-D8,F1,8,342,task24,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,25,0.8303482000000001,10,1,10,F2-D8,F2,8,4557,task25,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,26,0.8610849333333332,10,1,10,F3-D8,F3,8,8474,task26,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
89,27,0.8814149666666667,10,1,10,F4-D8,F4,8,12684,task27,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md/260619-160541
90,4,0.7930739000000001,10,1,10,F1-D3,F1,3,6,task4,1.0,0.05555555555555555,0.9999999894117647,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,5,0.7710816,10,1,10,F2-D3,F2,3,4102,task5,0.9444444444444444,0.5,0.8888888711111114,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,6,0.7790334,10,1,10,F3-D3,F3,3,8189,task6,1.0,0.6111111111111112,0.999999974285715,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,7,0.8127308000000001,10,1,10,F4-D3,F4,3,12284,task7,1.0,0.6111111111111112,0.999999974285715,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,8,0.77446105,10,1,10,F1-D4,F1,4,17,task8,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,9,0.77481945,10,1,10,F2-D4,F2,4,4117,task9,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,10,0.8025306499999999,10,1,10,F3-D4,F3,4,8198,task10,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,11,0.8274062499999999,10,1,10,F4-D4,F4,4,12297,task11,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,12,0.7822086666666668,10,1,10,F1-D5,F1,5,39,task12,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,13,0.7787192999999999,10,1,10,F2-D5,F2,5,4146,task13,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,14,0.7998219,10,1,10,F3-D5,F3,5,8216,task14,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,15,0.8247031333333334,10,1,10,F4-D5,F4,5,12323,task15,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,16,0.7935821666666666,10,1,10,F1-D6,F1,6,82,task16,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,17,0.8083562666666666,10,1,10,F2-D6,F2,6,4205,task17,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,18,0.8385846333333333,10,1,10,F3-D6,F3,6,8253,task18,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,19,0.8401033666666666,10,1,10,F4-D6,F4,6,12375,task19,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,20,0.8082375666666668,10,1,10,F1-D7,F1,7,169,task20,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,21,0.8275614333333333,10,1,10,F2-D7,F2,7,4322,task21,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,22,0.8477290333333334,10,1,10,F3-D7,F3,7,8327,task22,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,23,0.8641200333333334,10,1,10,F4-D7,F4,7,12478,task23,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,24,0.8176551,10,1,10,F1-D8,F1,8,342,task24,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,25,0.8202277333333333,10,1,10,F2-D8,F2,8,4557,task25,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,26,0.8672153333333334,10,1,10,F3-D8,F3,8,8474,task26,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
90,27,0.8737436333333335,10,1,10,F4-D8,F4,8,12684,task27,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-90-mask-linear_comb-ct14_md/260619-160541
91,4,0.7994400999999999,10,1,10,F1-D3,F1,3,6,task4,1.0,0.6111111111111112,0.999999974285715,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,5,0.7660584,10,1,10,F2-D3,F2,3,4102,task5,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,6,0.7575100000000001,10,1,10,F3-D3,F3,3,8189,task6,1.0,0.5,0.9999999800000003,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,7,0.8240234000000001,10,1,10,F4-D3,F4,3,12284,task7,1.0,0.2777777777777778,0.9999999861538462,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,8,0.7666584999999999,10,1,10,F1-D4,F1,4,17,task8,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,9,0.76386045,10,1,10,F2-D4,F2,4,4117,task9,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,10,0.7725926500000001,10,1,10,F3-D4,F3,4,8198,task10,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,11,0.8370989499999999,10,1,10,F4-D4,F4,4,12297,task11,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,12,0.7971014999999999,10,1,10,F1-D5,F1,5,39,task12,0.8333333333333334,0.0,0.8333333250000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,13,0.7945999,10,1,10,F2-D5,F2,5,4146,task13,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,14,0.7743485333333333,10,1,10,F3-D5,F3,5,8216,task14,0.8333333333333334,0.0,0.8333333250000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,15,0.8394951666666668,10,1,10,F4-D5,F4,5,12323,task15,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,16,0.8023018666666666,10,1,10,F1-D6,F1,6,82,task16,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,17,0.8226079000000001,10,1,10,F2-D6,F2,6,4205,task17,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,18,0.7934078333333333,10,1,10,F3-D6,F3,6,8253,task18,0.3888888888888889,0.0,0.3888888850000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,19,0.8624036333333333,10,1,10,F4-D6,F4,6,12375,task19,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,20,0.8082312333333335,10,1,10,F1-D7,F1,7,169,task20,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,21,0.8416762666666667,10,1,10,F2-D7,F2,7,4322,task21,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,22,0.8098533333333334,10,1,10,F3-D7,F3,7,8327,task22,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,23,0.8633404666666665,10,1,10,F4-D7,F4,7,12478,task23,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,24,0.8088213,10,1,10,F1-D8,F1,8,342,task24,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,25,0.8203017666666665,10,1,10,F2-D8,F2,8,4557,task25,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,26,0.8383966333333334,10,1,10,F3-D8,F3,8,8474,task26,0.8888888888888888,0.0,0.8888888800000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
91,27,0.8677617666666666,10,1,10,F4-D8,F4,8,12684,task27,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-91-mask-linear_comb-ct14_md/260619-160541
92,4,0.7686319,10,1,10,F1-D3,F1,3,6,task4,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,5,0.7703596,10,1,10,F2-D3,F2,3,4102,task5,1.0,0.16666666666666666,0.9999999880000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,6,0.7577136,10,1,10,F3-D3,F3,3,8189,task6,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,7,0.8101373000000001,10,1,10,F4-D3,F4,3,12284,task7,1.0,0.16666666666666666,0.9999999880000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,8,0.7644374999999999,10,1,10,F1-D4,F1,4,17,task8,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,9,0.79293905,10,1,10,F2-D4,F2,4,4117,task9,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,10,0.77730175,10,1,10,F3-D4,F3,4,8198,task10,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,11,0.81124065,10,1,10,F4-D4,F4,4,12297,task11,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,12,0.7601099333333334,10,1,10,F1-D5,F1,5,39,task12,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,13,0.7852399666666667,10,1,10,F2-D5,F2,5,4146,task13,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,14,0.7936736,10,1,10,F3-D5,F3,5,8216,task14,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,15,0.8193287333333334,10,1,10,F4-D5,F4,5,12323,task15,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,16,0.7948952,10,1,10,F1-D6,F1,6,82,task16,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,17,0.8150709333333334,10,1,10,F2-D6,F2,6,4205,task17,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,18,0.8205156333333333,10,1,10,F3-D6,F3,6,8253,task18,0.3888888888888889,0.0,0.3888888850000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,19,0.8335536666666666,10,1,10,F4-D6,F4,6,12375,task19,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,20,0.7951729666666667,10,1,10,F1-D7,F1,7,169,task20,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,21,0.8359683,10,1,10,F2-D7,F2,7,4322,task21,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,22,0.8569012666666666,10,1,10,F3-D7,F3,7,8327,task22,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,23,0.8526693999999999,10,1,10,F4-D7,F4,7,12478,task23,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,24,0.8176456,10,1,10,F1-D8,F1,8,342,task24,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,25,0.8147195333333335,10,1,10,F2-D8,F2,8,4557,task25,0.9444444444444444,0.0,0.9444444350000001,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,26,0.8634056333333333,10,1,10,F3-D8,F3,8,8474,task26,0.0,0.0,0.0,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
92,27,0.8631205666666668,10,1,10,F4-D8,F4,8,12684,task27,1.0,0.0,0.9999999900000002,log/checklist_runs/ct28-interleaved-MaskSC-3-thesis/MetaCTgraph-ppo-supermask-92-mask-linear_comb-ct14_md/260619-160541
